id,age,gender,income,education,region,loyalty_status,purchase_frequency,purchase_amount,product_category,product_name,promotion_usage,satisfaction_score
1837,22,Female,15678,College,East,Silver,rare,6294,Food,Hershey's Milk Chocolate Bar,1,5
1838,36,Male,14445,College,West,Silver,frequent,6562,Electronics,Samsung Galaxy S24,1,5
1839,36,Female,43072,Bachelor,South,Regular,frequent,13835,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
1840,25,Female,31576,College,South,Regular,rare,12477,Clothing,Adidas Essentials Logo T-shirt,0,4
1841,32,Male,6875,Masters,East,Regular,rare,2888,Food,Pringles Original Potato Crisps,0,4
1842,25,Male,41139,HighSchool,East,Regular,rare,13444,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,5
1843,29,Female,19253,Bachelor,East,Silver,rare,8405,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,3
1844,34,Male,29312,Masters,West,Regular,rare,8535,Food,Cadbury Dairy Milk Chocolate Bar,0,5
1845,34,Female,14515,Masters,East,Silver,rare,5784,Home,Philips Blender,0,5
1846,26,Male,42746,Masters,North,Regular,frequent,15248,Food,Milka Alpine Milk Chocolate Bar,0,3
1847,28,Female,31298,College,North,Silver,occasional,11261,Books,The Girl on the Train - Paula Hawkins,1,5
1848,26,Male,43042,College,South,Regular,frequent,14548,Electronics,Apple iPhone 15 Pro,0,5
1849,32,Male,6839,College,South,Silver,frequent,2776,Electronics,Samsung Galaxy S24,0,6
1850,23,Female,21617,Bachelor,East,Regular,rare,6637,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,5
1851,18,Male,36697,College,South,Regular,rare,13950,Books,How to Win Friends and Influence People - Dale Carnegie,0,6
1852,37,Male,21958,College,North,Regular,occasional,8383,Books,Atomic Habits - James Clear,0,5
1853,40,Female,41014,College,North,Regular,occasional,13379,Food,Pringles Original Potato Crisps,0,4
1854,28,Male,38023,College,West,Regular,rare,12707,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,6
1855,33,Male,21266,HighSchool,West,Regular,rare,5201,Clothing,Levi's Women's 501 Original Fit Jeans,1,6
1856,30,Female,10327,College,East,Silver,occasional,3659,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,4
1857,37,Female,25080,HighSchool,West,Regular,rare,8620,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,4
1858,32,Female,20508,HighSchool,South,Silver,rare,6431,Health,Panadol Extra Tablets,0,4
1859,31,Male,20591,Bachelor,West,Silver,occasional,6630,Books,The Silent Patient - Alex Michaelides,0,5
1860,22,Female,24719,College,West,Regular,rare,9412,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,0,7
1861,35,Female,21449,College,North,Gold,frequent,7282,Clothing,Adidas Essentials Logo T-shirt,1,4
1862,28,Female,39277,College,East,Regular,rare,13439,Home,Toshiba Rice Cooker,0,5
1863,24,Male,11931,College,West,Regular,rare,3943,Health,Panadol Extra Tablets,0,5
1864,29,Female,34943,Bachelor,South,Silver,rare,14053,Food,Cadbury Dairy Milk Chocolate Bar,0,5
1865,29,Female,38839,Bachelor,South,Regular,occasional,14684,Beauty,MAC Studio Fix Fluid SPF 15 Foundation,0,5
1866,35,Male,16820,College,East,Gold,rare,5619,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,5
1867,25,Female,10425,Bachelor,North,Regular,rare,3933,Electronics,Apple iPhone 15 Pro,0,4
1868,28,Female,5814,College,North,Regular,frequent,1986,Clothing,Levi's Women's 501 Original Fit Jeans,1,5
1869,37,Male,37021,Bachelor,West,Regular,rare,13631,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,4
1870,36,Male,20394,Bachelor,West,Regular,frequent,6716,Food,Milka Alpine Milk Chocolate Bar,1,8
1871,35,Male,19119,HighSchool,East,Regular,frequent,5863,Books,Gone Girl - Gillian Flynn,0,4
1872,37,Female,15402,Bachelor,South,Gold,rare,6875,Clothing,Adidas Essentials Logo T-shirt,0,5
1873,31,Male,24900,Masters,West,Silver,occasional,9509,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,4
1874,27,Male,31053,Bachelor,South,Regular,rare,12236,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
1875,32,Female,13674,College,East,Regular,occasional,4943,Books,The Silent Patient - Alex Michaelides,0,5
1876,35,Female,38117,College,South,Regular,occasional,11749,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,5
1877,41,Female,30562,Masters,North,Silver,rare,9604,Electronics,Samsung Galaxy S24,1,5
1878,21,Female,7283,Bachelor,South,Gold,occasional,2185,Clothing,Levi's Women's 501 Original Fit Jeans,0,4
1879,31,Male,6872,Bachelor,North,Silver,occasional,2178,Food,Lay's Potato Chips - Classic Flavor,1,4
1880,33,Male,14877,College,West,Silver,frequent,5282,Books,How to Win Friends and Influence People - Dale Carnegie,0,5
1881,30,Female,9539,Bachelor,West,Regular,rare,3302,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
1882,23,Male,22546,Bachelor,West,Regular,occasional,9498,Home,Toshiba Rice Cooker,0,6
1883,33,Female,7718,HighSchool,East,Regular,rare,2394,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,3
1884,27,Male,30799,HighSchool,West,Silver,occasional,10995,Home,Tefal Blender,0,7
1885,32,Male,43074,College,South,Regular,occasional,10726,Books,How to Win Friends and Influence People - Dale Carnegie,1,6
1886,34,Female,45999,Bachelor,West,Gold,rare,16781,Books,Gone Girl - Gillian Flynn,0,6
1887,36,Male,15154,College,South,Silver,occasional,5437,Electronics,Apple iPhone 15 Pro,1,5
1888,23,Female,12873,HighSchool,West,Regular,frequent,5399,Food,Milka Alpine Milk Chocolate Bar,1,5
1889,35,Male,46473,Bachelor,East,Regular,rare,14084,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,5
1890,27,Male,15371,HighSchool,West,Regular,occasional,6196,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,5
1891,24,Male,29193,College,West,Regular,occasional,10275,Books,The Silent Patient - Alex Michaelides,1,6
1892,36,Male,16912,Bachelor,West,Regular,occasional,7013,Books,Gone Girl - Gillian Flynn,0,5
1893,35,Male,35744,Bachelor,East,Gold,rare,12682,Electronics,Google Pixel 8,0,6
1894,29,Male,7682,College,South,Silver,occasional,2937,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,5
1895,33,Male,12340,Bachelor,East,Silver,frequent,4153,Electronics,Apple iPhone 15 Pro,1,3
1896,26,Male,27964,College,East,Regular,rare,10154,Home,Toshiba Rice Cooker,1,4
1897,29,Male,36402,Bachelor,East,Regular,rare,13150,Books,Gone Girl - Gillian Flynn,1,6
1898,30,Male,31399,Bachelor,East,Regular,occasional,11723,Food,Cadbury Dairy Milk Chocolate Bar,1,5
1899,29,Female,19605,HighSchool,East,Regular,rare,6446,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,1,4
1900,33,Male,48477,HighSchool,West,Gold,occasional,16494,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,4
1901,37,Male,30146,HighSchool,North,Regular,rare,10176,Home,Panasonic Rice Cooker,0,6
1902,28,Female,29813,College,East,Regular,frequent,10530,Clothing,Levi's Women's 501 Original Fit Jeans,0,4
1903,30,Female,30662,Bachelor,North,Silver,occasional,10216,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,5
1904,37,Female,31383,HighSchool,North,Regular,rare,10099,Books,The Girl on the Train - Paula Hawkins,1,4
1905,29,Male,43572,College,East,Regular,frequent,11841,Clothing,Nike Sportswear Club T-shirt,0,3
1906,18,Male,25349,College,South,Regular,frequent,9212,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,5
1907,32,Female,36145,College,North,Regular,rare,12314,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,3
1908,26,Female,16630,Masters,West,Regular,frequent,5093,Electronics,Samsung Galaxy S24,0,5
1909,26,Female,28716,Bachelor,South,Silver,rare,10547,Food,Lay's Potato Chips - Classic Flavor,1,5
1910,36,Female,39780,Bachelor,East,Silver,frequent,14716,Clothing,Levi's Women's 501 Original Fit Jeans,1,5
1911,41,Female,41214,Bachelor,North,Silver,frequent,12540,Books,Gone Girl - Gillian Flynn,0,5
1912,25,Male,9961,Bachelor,North,Regular,occasional,2855,Food,Milka Alpine Milk Chocolate Bar,1,4
1913,35,Female,11742,HighSchool,West,Regular,rare,3779,Home,Philips Blender,0,5
1914,30,Male,47731,HighSchool,East,Regular,rare,17807,Food,Cadbury Dairy Milk Chocolate Bar,0,7
1915,31,Female,13642,HighSchool,North,Gold,occasional,4459,Health,Tylenol Extra Strength Caplets,0,6
1916,35,Male,14119,Bachelor,East,Regular,rare,4896,Books,Atomic Habits - James Clear,0,6
1917,31,Female,11287,College,North,Regular,rare,4126,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
1918,26,Male,9324,HighSchool,East,Regular,frequent,2541,Health,Tylenol Extra Strength Caplets,0,3
1919,28,Female,17099,College,East,Silver,rare,6313,Food,Hershey's Milk Chocolate Bar,1,3
1920,33,Male,7448,HighSchool,East,Regular,rare,2488,Health,Panadol Extra Tablets,0,4
1921,20,Male,15100,Bachelor,South,Silver,occasional,5433,Electronics,Apple iPhone 15 Pro,0,8
1922,35,Female,10266,Bachelor,North,Silver,frequent,3642,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,6
1923,23,Male,16098,HighSchool,West,Regular,rare,5435,Clothing,Levi's Women's 501 Original Fit Jeans,1,6
1924,30,Female,20376,Bachelor,South,Regular,rare,8081,Food,Milka Alpine Milk Chocolate Bar,1,4
1925,29,Male,43468,College,West,Silver,occasional,15747,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,7
1926,36,Female,43872,Bachelor,West,Silver,rare,14128,Food,Lay's Potato Chips - Classic Flavor,0,5
1927,31,Female,37318,Bachelor,East,Regular,rare,13273,Books,Gone Girl - Gillian Flynn,0,4
1928,30,Male,28400,College,East,Gold,occasional,11260,Health,Blackmores Multivitamin For Adults,0,5
1929,33,Male,31650,HighSchool,East,Regular,occasional,13797,Clothing,Nike Sportswear Club T-shirt,0,5
1930,26,Female,38690,College,North,Regular,occasional,17583,Clothing,Levi's Women's 501 Original Fit Jeans,0,8
1931,29,Male,46964,Bachelor,West,Silver,frequent,14865,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,6
1932,35,Female,11221,College,West,Regular,rare,3572,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,5
1933,33,Male,20117,HighSchool,East,Regular,rare,7491,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,6
1934,24,Male,46162,College,West,Regular,rare,15595,Electronics,Samsung Galaxy S24,0,5
1935,33,Female,27288,College,West,Silver,rare,9137,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,6
1936,24,Male,37985,HighSchool,South,Regular,frequent,16821,Electronics,Samsung Galaxy S24,0,4
1937,27,Female,24382,College,East,Silver,rare,8530,Health,Centrum Adults Multivitamin,0,5
1938,35,Male,44139,HighSchool,East,Regular,rare,12450,Books,The Silent Patient - Alex Michaelides,1,5
1939,20,Male,32747,Bachelor,East,Silver,rare,9939,Health,Blackmores Multivitamin For Adults,0,4
1940,22,Female,9692,Bachelor,South,Regular,rare,3011,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,5
1941,36,Female,8524,Bachelor,East,Regular,rare,2550,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,4
1942,26,Male,36632,Bachelor,West,Regular,occasional,14450,Beauty,Cerave Hydrating Facial Cleanser,1,5
1943,36,Female,47146,College,North,Regular,occasional,16359,Home,Panasonic Blender,1,7
1944,29,Female,6565,Masters,South,Gold,occasional,2472,Books,The Silent Patient - Alex Michaelides,1,4
1945,32,Female,7241,Bachelor,East,Regular,rare,2459,Books,The Girl on the Train - Paula Hawkins,1,5
1946,34,Female,27595,HighSchool,West,Gold,rare,9939,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
1947,27,Female,34449,Bachelor,West,Regular,rare,15200,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,5
1948,29,Male,21430,College,West,Regular,frequent,7921,Electronics,Samsung Galaxy S24,1,3
1949,28,Male,10291,College,North,Silver,rare,3491,Clothing,Levi's Women's 501 Original Fit Jeans,0,6
1950,43,Male,29026,College,North,Regular,rare,13021,Food,Cadbury Dairy Milk Chocolate Bar,1,5
1951,31,Female,19098,Bachelor,West,Regular,rare,8295,Books,The Silent Patient - Alex Michaelides,1,3
1952,32,Female,26384,College,East,Regular,occasional,11656,Food,Lay's Potato Chips - Classic Flavor,0,6
1953,28,Female,34687,College,North,Regular,occasional,11614,Health,Centrum Adults Multivitamin,0,5
1954,29,Male,48267,HighSchool,North,Regular,rare,16355,Electronics,Samsung Galaxy S24,1,5
1955,36,Female,10529,Bachelor,West,Regular,rare,4600,Health,Blackmores Multivitamin For Adults,1,8
1956,28,Female,37835,College,West,Regular,frequent,17905,Health,Panadol Extra Tablets,0,5
1957,30,Male,22370,College,South,Regular,rare,6993,Health,Tylenol Extra Strength Caplets,1,4
1958,32,Male,13419,College,South,Regular,occasional,4911,Electronics,Apple iPhone 15 Pro,1,5
1959,28,Male,39923,College,North,Silver,occasional,12668,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,6
1960,39,Male,47266,College,South,Regular,rare,19185,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,4
1961,24,Female,19221,Bachelor,East,Regular,frequent,5729,Food,Hershey's Milk Chocolate Bar,0,5
1962,39,Female,33621,HighSchool,East,Regular,occasional,11635,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
1963,28,Male,11871,Bachelor,West,Gold,rare,5152,Food,Pringles Original Potato Crisps,0,6
1964,36,Male,24195,Bachelor,South,Regular,rare,10099,Electronics,Sennheiser Momentum 4 Wireless Headphones,0,5
1965,21,Male,31218,Masters,South,Regular,occasional,12418,Electronics,Apple iPhone 15 Pro,0,4
1966,34,Male,25688,HighSchool,South,Regular,occasional,9388,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,4
1967,34,Female,32150,Bachelor,East,Regular,frequent,12219,Beauty,Cerave Hydrating Facial Cleanser,0,6
1968,24,Female,30110,Bachelor,West,Regular,frequent,12179,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
1969,27,Male,10516,College,South,Regular,occasional,4544,Clothing,Nike Sportswear Club T-shirt,0,7
1970,31,Female,42776,HighSchool,North,Regular,frequent,11891,Books,The Girl on the Train - Paula Hawkins,0,5
1971,35,Female,39574,Masters,West,Silver,occasional,14390,Food,Lay's Potato Chips - Classic Flavor,0,5
1972,27,Male,19887,Masters,West,Regular,rare,7221,Electronics,Google Pixel 8,0,5
1973,29,Male,48111,HighSchool,West,Regular,rare,18245,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,5
1974,37,Female,25572,College,West,Regular,rare,8594,Electronics,Google Pixel 8,1,6
1975,25,Female,19309,Bachelor,East,Regular,rare,6829,Books,The Silent Patient - Alex Michaelides,0,4
1976,34,Male,42050,College,South,Regular,rare,11870,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,4
1977,32,Female,47162,HighSchool,West,Silver,rare,17536,Beauty,L’Oreal Paris Infallible 24H Fresh Wear Foundation,0,4
1978,25,Female,22214,Masters,East,Regular,rare,8035,Clothing,Nike Sportswear Club T-shirt,0,5
1979,27,Female,34206,College,East,Regular,rare,13566,Electronics,Google Pixel 8,1,5
1980,34,Female,17057,College,North,Regular,occasional,5230,Electronics,Apple iPhone 15 Pro,0,4
1981,31,Female,36702,College,West,Silver,rare,12949,Books,The Silent Patient - Alex Michaelides,0,5
1982,36,Female,15668,College,East,Silver,rare,6170,Beauty,Maybelline Fit Me Matte + Poreless Foundation,0,4
1983,27,Female,40607,College,South,Regular,rare,16580,Clothing,Adidas Essentials Logo T-shirt,0,4
1984,22,Female,42926,Bachelor,West,Silver,rare,15497,Electronics,Samsung Galaxy S24,0,5
1985,35,Male,22792,Bachelor,West,Regular,frequent,9385,Electronics,Google Pixel 8,0,4
1986,27,Female,33255,Bachelor,West,Silver,frequent,12765,Food,Cadbury Dairy Milk Chocolate Bar,0,3
1987,31,Female,37942,College,West,Regular,rare,11475,Home,Toshiba Rice Cooker,0,5
1988,38,Female,38633,College,East,Regular,rare,16052,Food,Hershey's Milk Chocolate Bar,0,5
1989,29,Female,34277,College,North,Regular,frequent,13792,Food,Pringles Original Potato Crisps,0,7
1990,37,Female,21863,HighSchool,South,Silver,rare,8207,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,4
1991,25,Female,35175,Masters,East,Regular,rare,13039,Beauty,MAC Studio Fix Fluid SPF 15 Foundation,0,4
1992,34,Female,37834,College,West,Silver,rare,14169,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,7
1993,31,Male,20251,Masters,East,Regular,rare,7726,Health,Blackmores Multivitamin For Adults,0,4
1994,27,Male,21654,HighSchool,South,Regular,frequent,8214,Electronics,Samsung Galaxy S24,0,5
1995,24,Female,42370,HighSchool,North,Silver,rare,15856,Clothing,Levi's Women's 501 Original Fit Jeans,0,6
1996,30,Female,35911,Bachelor,North,Silver,rare,10159,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,6
1997,31,Male,41934,College,North,Regular,rare,17994,Food,Lay's Potato Chips - Classic Flavor,0,5
1998,31,Male,43328,College,West,Regular,occasional,13313,Clothing,Nike Sportswear Club T-shirt,0,4
1999,32,Female,16422,College,West,Regular,rare,6397,Food,Lay's Potato Chips - Classic Flavor,0,6
2000,28,Female,13364,College,West,Gold,rare,4840,Home,Toshiba Rice Cooker,0,5
2001,28,Female,29086,College,South,Silver,rare,10869,Books,Atomic Habits - James Clear,0,7
2002,31,Male,20701,HighSchool,West,Gold,frequent,7565,Electronics,Google Pixel 8,0,7
2003,28,Male,40350,HighSchool,South,Regular,rare,10924,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,8
2004,35,Male,5064,College,West,Silver,rare,2024,Electronics,Google Pixel 8,1,5
2005,31,Male,29393,Bachelor,West,Silver,rare,7972,Food,Milka Alpine Milk Chocolate Bar,0,5
2006,27,Male,13600,College,North,Silver,rare,5202,Health,Tylenol Extra Strength Caplets,1,7
2007,22,Female,49832,Bachelor,South,Silver,occasional,13482,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,6
2008,27,Female,34478,College,East,Regular,frequent,13755,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
2009,39,Male,9920,Masters,West,Silver,rare,3378,Food,Pringles Original Potato Crisps,1,5
2010,27,Female,48212,HighSchool,East,Gold,rare,16644,Food,Lay's Potato Chips - Classic Flavor,0,4
2011,26,Male,8126,HighSchool,East,Silver,frequent,2780,Health,Efferalgan Tablets,1,4
2012,33,Male,18358,College,South,Regular,occasional,7501,Clothing,Uniqlo U Crew Neck Short-Sleeve T-shirt,0,6
2013,32,Female,14746,HighSchool,East,Silver,frequent,5083,Electronics,Apple iPhone 15 Pro,0,6
2014,33,Male,49920,HighSchool,South,Silver,occasional,13726,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
2015,29,Female,25237,Masters,East,Regular,rare,7639,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,5
2016,35,Male,33374,College,South,Regular,frequent,9770,Beauty,Cetaphil Gentle Skin Cleanser,0,5
2017,25,Female,13814,Bachelor,East,Gold,rare,5267,Clothing,Zara Women's Hi-Rise Skinny Jeans,1,4
2018,30,Female,20326,College,North,Regular,rare,9383,Electronics,Samsung Galaxy S24,0,5
2019,27,Female,43834,College,North,Regular,rare,18085,Food,Pringles Original Potato Crisps,0,5
2020,33,Male,41216,Bachelor,North,Regular,rare,14156,Health,Tylenol Extra Strength Caplets,1,5
2021,31,Female,11597,Bachelor,North,Regular,rare,4679,Electronics,Samsung Galaxy S24,0,4
2022,35,Female,23340,HighSchool,North,Silver,rare,7916,Food,Oishi Prawn Crackers - Spicy Flavor,1,6
2023,39,Female,26538,College,West,Regular,occasional,9639,Health,Blackmores Multivitamin For Adults,1,5
2024,31,Male,26973,College,North,Silver,rare,9312,Books,How to Win Friends and Influence People - Dale Carnegie,0,4
2025,28,Female,13899,Bachelor,West,Silver,rare,4270,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,5
2026,26,Female,34899,HighSchool,East,Silver,frequent,11405,Food,Pringles Original Potato Crisps,0,3
2027,29,Female,22369,College,East,Regular,occasional,6641,Food,Pringles Original Potato Crisps,0,4
2028,30,Female,41049,Bachelor,East,Gold,frequent,15361,Health,One A Day Men's/Women's Formula,0,7
2029,39,Male,14824,College,West,Silver,rare,4777,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,5
2030,25,Male,36082,Bachelor,North,Silver,occasional,11639,Clothing,Adidas Essentials Logo T-shirt,0,5
2031,25,Female,10057,College,South,Silver,occasional,2955,Clothing,Levi's Women's 501 Original Fit Jeans,1,5
2032,28,Female,42776,College,West,Silver,rare,13803,Health,Centrum Adults Multivitamin,0,6
2033,33,Male,12281,College,South,Regular,rare,4174,Food,Oishi Prawn Crackers - Spicy Flavor,1,5
2034,34,Female,11221,College,North,Regular,rare,5175,Food,Pringles Original Potato Crisps,0,4
2035,26,Male,30869,College,South,Regular,occasional,13057,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,1,8
2036,31,Male,48429,HighSchool,West,Regular,occasional,16378,Electronics,Sennheiser Momentum 4 Wireless Headphones,1,5
2037,30,Female,21651,College,North,Silver,occasional,7131,Home,Panasonic Rice Cooker,1,5
2038,35,Female,17682,Bachelor,East,Regular,occasional,6933,Home,Sunhouse Rice Cooker,0,6
2039,35,Female,49087,Bachelor,East,Regular,occasional,16347,Food,Cadbury Dairy Milk Chocolate Bar,0,5
2040,29,Male,21600,Bachelor,North,Silver,frequent,6319,Electronics,Bose QuietComfort 45 Noise Cancelling Headphones,0,6
2041,30,Male,5514,HighSchool,East,Regular,occasional,1443,Health,Blackmores Multivitamin For Adults,0,6
2042,33,Female,18726,College,North,Regular,rare,7717,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,6
2043,23,Male,48611,College,North,Silver,frequent,17366,Beauty,L’Oreal Paris Infallible 24H Fresh Wear Foundation,0,5
2044,29,Female,12609,College,South,Silver,occasional,4652,Food,Milka Alpine Milk Chocolate Bar,0,6
2045,33,Female,22061,College,South,Regular,occasional,7495,Books,The Girl on the Train - Paula Hawkins,1,6
2046,28,Male,6028,Bachelor,West,Regular,rare,2233,Beauty,L’Oreal Paris Infallible 24H Fresh Wear Foundation,0,5
2047,30,Female,16806,HighSchool,South,Silver,occasional,4655,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,4
2048,30,Male,18537,College,South,Gold,rare,5893,Electronics,Samsung Galaxy S24,0,6
2049,27,Male,26414,College,West,Regular,occasional,11155,Home,Panasonic Rice Cooker,0,6
2050,26,Female,28058,Bachelor,West,Regular,rare,8795,Beauty,L’Oreal Paris Infallible 24H Fresh Wear Foundation,0,4
2051,29,Female,27997,College,West,Regular,occasional,12194,Books,Atomic Habits - James Clear,0,6
2052,28,Female,45462,College,East,Silver,rare,14022,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,0,4
2053,34,Male,20127,HighSchool,West,Regular,frequent,7094,Beauty,Cerave Hydrating Facial Cleanser,1,6
2054,37,Male,21326,Bachelor,East,Regular,rare,8701,Health,Tylenol Extra Strength Caplets,0,6
2055,30,Female,46328,Masters,North,Regular,rare,16968,Food,Cadbury Dairy Milk Chocolate Bar,0,5
2056,32,Female,28376,College,North,Gold,occasional,10283,Clothing,Adidas Essentials Logo T-shirt,0,4
2057,30,Male,47627,HighSchool,South,Silver,rare,11996,Clothing,Nike Sportswear Club T-shirt,0,4
2058,33,Male,18704,HighSchool,East,Regular,frequent,7266,Electronics,Google Pixel 8,0,4
2059,31,Male,11241,College,South,Regular,rare,4428,Books,How to Win Friends and Influence People - Dale Carnegie,1,6
2060,31,Female,34782,College,East,Regular,rare,11591,Electronics,Samsung Galaxy S24,0,5
2061,35,Male,23681,College,North,Silver,frequent,10202,Electronics,Google Pixel 8,1,6
2062,26,Male,29324,Bachelor,North,Regular,rare,11751,Clothing,Zara Women's Hi-Rise Skinny Jeans,0,6
2063,36,Male,39469,Bachelor,South,Regular,rare,13554,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,0,5
2064,32,Female,32541,College,East,Regular,occasional,9875,Electronics,Apple iPhone 15 Pro,1,5
2065,31,Female,7126,College,North,Regular,rare,2014,Electronics,Samsung Galaxy S24,0,5
2066,27,Female,34442,HighSchool,East,Regular,occasional,11237,Food,Oishi Prawn Crackers - Spicy Flavor,0,6
2067,29,Male,48825,Masters,West,Regular,rare,19554,Health,Centrum Adults Multivitamin,0,4
2068,32,Male,18477,College,West,Gold,frequent,6235,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,0,4
2069,21,Male,48493,HighSchool,North,Regular,frequent,14270,Food,Oishi Prawn Crackers - Spicy Flavor,0,4
2070,27,Female,6378,Bachelor,West,Regular,rare,2436,Food,Cadbury Dairy Milk Chocolate Bar,1,4
2071,33,Female,9020,HighSchool,South,Regular,occasional,2788,Electronics,Apple iPhone 15 Pro,0,6
2072,29,Female,15020,Bachelor,South,Regular,rare,5180,Books,The Silent Patient - Alex Michaelides,1,6
2073,26,Female,36688,Bachelor,West,Regular,occasional,12250,Beauty,La Roche-Posay Effaclar Purifying Foaming Gel Cleanser,1,5
2074,27,Female,47605,Bachelor,East,Regular,rare,13887,Electronics,Google Pixel 8,0,3
2075,31,Female,30657,College,East,Regular,rare,11203,Food,Pringles Original Potato Crisps,0,5
2076,23,Male,48461,College,East,Regular,occasional,15493,Home,Tefal Blender,1,4
2077,34,Female,25886,Bachelor,East,Silver,frequent,8274,Clothing,Uniqlo Women Ultra Stretch Skinny Fit Jeans,1,5
2078,20,Male,16566,College,West,Silver,rare,5252,Food,Lay's Potato Chips - Classic Flavor,0,5
2079,28,Male,12614,HighSchool,East,Regular,rare,4816,Electronics,Google Pixel 8,1,6
2080,26,Female,32014,Bachelor,South,Regular,frequent,13807,Electronics,Samsung Galaxy S24,1,6
2081,24,Male,47734,College,East,Regular,rare,16274,Electronics,Google Pixel 8,1,7
2082,25,Female,8143,College,East,Gold,rare,3767,Electronics,Apple iPhone 15 Pro,0,4
2083,31,Male,26763,College,North,Silver,rare,8537,Books,The 7 Habits of Highly Effective People - Stephen Covey,0,5
2084,29,Female,26127,Bachelor,North,Regular,rare,9241,Beauty,L’Oreal Paris Infallible 24H Fresh Wear Foundation,1,6
2085,29,Female,20617,College,West,Regular,frequent,6341,Electronics,Sony WH-1000XM5 Wireless Noise Cancelling Headphones,1,4
2086,20,Male,13856,HighSchool,West,Silver,rare,3844,Electronics,Google Pixel 8,0,5
2087,24,Female,20328,College,East,Regular,occasional,6350,Food,Pringles Original Potato Crisps,0,4
2088,29,Female,10034,HighSchool,South,Regular,rare,3416,Health,Tylenol Extra Strength Caplets,0,6
2089,26,Female,39667,Bachelor,East,Regular,frequent,10621,Clothing,Levi's Women's 501 Original Fit Jeans,0,7
2090,26,Male,43986,Bachelor,North,Silver,rare,20592,Clothing,Adidas Essentials Logo T-shirt,0,5
2091,35,Female,42966,College,South,Regular,rare,13293,Health,Panadol Extra Tablets,0,3
2092,31,Male,47436,Bachelor,East,Silver,frequent,17843,Food,Lay's Potato Chips - Classic Flavor,0,6
